Age,Annual_Income,Employment_Years,Loan_Amount,Credit_Utilization,Number_of_Credit_Cards,Number_of_Late_Payments,Debt_to_Income_Ratio,Number_of_Open_Accounts,Has_Mortgage,Has_Dependents,Credit_Score,Default_Probability,Loan_Status
51,74231.94,6,1000.0,0.131,4,2,0.013,13,1,1,760.0,0.164,Paid
64,62488.19,1,6760.0,0.531,7,1,0.108,6,0,1,666.0,0.313,Paid
21,56322.67,1,14333.36,0.399,8,1,0.254,11,0,1,681.0,0.304,Paid
23,72079.55,4,22740.73,0.456,9,1,0.315,4,1,1,663.0,0.339,Paid
23,43372.89,12,25802.8,0.688,7,2,0.595,3,1,0,504.0,0.55,Default
57,84344.82,18,40023.5,0.115,9,2,0.475,5,0,1,721.0,0.273,Paid
39,55748.4,18,16503.59,0.944,4,0,0.296,12,0,0,563.0,0.451,Default
49,43685.22,0,8467.05,0.536,1,3,0.194,1,0,1,535.0,0.442,Paid
45,44998.7,34,22503.55,0.83,7,0,0.5,11,0,1,604.0,0.434,Paid
53,58369.0,17,5105.27,0.346,2,2,0.087,7,1,0,693.0,0.251,Paid
56,51470.46,31,18572.29,0.342,9,2,0.361,11,1,0,702.0,0.303,Paid
49,70523.19,31,36477.76,0.891,6,1,0.517,3,1,0,531.0,0.519,Default
46,59072.61,7,11935.43,0.159,9,1,0.202,6,0,1,781.0,0.18,Paid
24,52880.36,10,8678.84,0.147,8,0,0.164,7,0,1,833.0,0.108,Paid
69,67067.87,19,1106.58,0.698,9,0,0.016,11,0,0,720.0,0.266,Paid
34,49409.17,7,16463.69,0.483,7,1,0.333,4,0,0,647.0,0.349,Paid
47,69826.68,27,1000.0,0.717,3,1,0.014,7,0,1,661.0,0.307,Paid
53,66527.86,20,3970.44,0.453,5,0,0.06,10,0,0,767.0,0.179,Paid
42,65704.86,37,1528.46,0.247,3,2,0.023,12,1,0,780.0,0.152,Paid
68,52841.04,37,25506.21,0.715,3,1,0.483,13,1,0,588.0,0.427,Paid
23,47407.82,5,13386.12,0.086,7,4,0.282,8,1,0,653.0,0.329,Paid
43,76174.15,1,28637.69,0.467,6,2,0.376,10,1,0,587.0,0.417,Paid
41,72281.09,9,17162.64,0.477,5,1,0.237,11,1,0,663.0,0.314,Paid
61,39840.29,8,10476.31,0.122,5,1,0.263,9,1,0,762.0,0.182,Paid
43,51343.44,2,21193.7,0.275,8,0,0.413,9,1,1,729.0,0.25,Paid
24,86794.21,1,21416.78,0.292,1,0,0.247,7,1,0,720.0,0.209,Paid
41,79680.15,35,26986.05,0.88,4,2,0.339,1,0,1,528.0,0.504,Default
57,36599.58,7,6168.7,0.527,5,1,0.169,12,0,1,657.0,0.317,Paid
63,60237.78,8,15158.99,0.674,9,2,0.252,13,1,0,579.0,0.449,Paid
51,68380.09,25,3410.13,0.101,1,2,0.05,5,1,0,785.0,0.125,Paid
41,79872.73,33,17432.81,0.146,9,3,0.218,10,0,0,753.0,0.228,Paid
46,62542.44,29,1000.0,0.574,6,3,0.016,1,0,0,643.0,0.346,Paid
61,69677.21,37,5070.49,0.827,3,2,0.073,1,1,0,596.0,0.398,Paid
55,78626.87,7,7414.26,0.099,3,2,0.094,2,1,1,750.0,0.174,Paid
58,81313.88,2,14803.39,0.965,4,0,0.182,3,1,0,548.0,0.456,Default
44,56384.63,10,25272.4,0.873,5,3,0.448,9,0,1,423.0,0.634,Default
31,60911.18,24,1000.0,0.862,9,1,0.016,14,1,0,641.0,0.372,Paid
61,44838.95,4,23508.87,0.058,6,2,0.524,3,1,0,686.0,0.293,Paid
49,54537.42,11,18364.73,0.428,5,3,0.337,4,0,0,581.0,0.42,Paid
67,51851.75,29,19142.08,0.79,6,0,0.369,3,1,0,627.0,0.389,Paid
23,56227.62,26,12220.19,0.756,6,1,0.217,2,0,0,622.0,0.385,Paid
21,58115.08,4,22200.78,0.371,9,1,0.382,11,0,0,675.0,0.325,Paid
39,76267.23,19,13150.3,0.866,7,1,0.172,4,0,1,589.0,0.43,Paid
66,66986.46,20,6085.54,0.642,7,2,0.091,10,0,0,634.0,0.364,Paid
69,34401.26,2,13003.86,0.974,4,1,0.378,9,1,1,466.0,0.569,Default
42,71007.85,3,16128.18,0.361,5,1,0.227,6,1,0,687.0,0.277,Paid
34,49024.38,23,4628.98,0.648,7,2,0.094,1,0,1,638.0,0.362,Paid
69,38211.97,6,1000.0,0.445,8,2,0.026,6,0,1,683.0,0.294,Paid
34,37154.76,23,21647.01,0.652,6,4,0.583,13,0,0,454.0,0.61,Default
64,63395.56,10,7449.95,0.292,8,0,0.118,5,0,1,799.0,0.152,Paid
36,81218.41,1,1000.0,0.406,9,3,0.012,8,1,0,653.0,0.334,Paid
53,55783.8,5,16181.43,0.917,1,1,0.29,9,0,0,492.0,0.514,Default
33,78745.34,6,13373.63,0.319,4,1,0.17,4,0,1,712.0,0.236,Paid
58,61713.47,37,1425.05,0.627,9,1,0.023,8,0,0,736.0,0.254,Paid
69,16887.78,17,8467.28,0.904,5,2,0.501,8,0,0,457.0,0.598,Default
32,72242.98,8,24674.08,0.497,4,4,0.342,14,1,0,508.0,0.505,Default
58,49156.5,27,1000.0,0.696,9,3,0.02,4,0,1,616.0,0.401,Paid
59,43789.25,18,9524.42,0.746,2,0,0.218,1,1,0,629.0,0.348,Paid
53,72357.82,3,19346.35,0.556,2,2,0.267,4,0,0,566.0,0.417,Paid
53,62677.2,3,1000.0,0.402,8,0,0.016,10,1,0,772.0,0.18,Paid
49,58654.64,12,33269.24,0.802,8,1,0.567,7,0,0,520.0,0.537,Default
25,61941.05,27,23606.01,0.565,5,2,0.381,3,0,0,603.0,0.406,Paid
26,43058.17,10,32109.69,0.158,6,1,0.746,6,0,0,663.0,0.337,Paid
51,95399.22,1,14772.48,0.863,5,0,0.155,2,1,1,587.0,0.41,Paid
36,63451.5,5,30209.32,0.327,8,2,0.476,10,1,0,627.0,0.383,Paid
51,63172.8,11,16285.17,0.509,6,2,0.258,7,0,0,618.0,0.379,Paid
45,58259.05,39,12158.45,0.249,6,3,0.209,8,1,0,722.0,0.254,Paid
68,27669.24,36,3722.22,0.508,7,3,0.135,12,0,0,658.0,0.342,Paid
66,46508.69,23,17600.86,0.17,2,1,0.378,9,1,1,739.0,0.206,Paid
53,35524.54,8,8305.98,0.577,9,1,0.234,1,0,0,651.0,0.355,Paid
33,33606.84,25,7865.81,0.536,3,1,0.234,9,1,0,667.0,0.305,Paid
30,29168.75,3,16376.7,0.811,9,0,0.561,3,1,0,545.0,0.507,Default
44,47295.83,3,32415.55,0.571,5,1,0.685,7,0,0,533.0,0.498,Default
30,60409.67,33,28150.67,0.43,1,2,0.466,6,0,0,619.0,0.366,Paid
61,31556.11,21,23176.73,0.484,4,1,0.734,9,1,0,580.0,0.442,Paid
51,73996.87,12,14542.49,0.612,6,3,0.197,9,0,1,561.0,0.45,Paid
33,65949.18,14,15834.46,0.831,3,2,0.24,4,1,0,516.0,0.496,Default
23,55365.82,39,29614.31,0.089,6,1,0.535,5,0,0,784.0,0.188,Paid
54,103241.86,37,20033.91,0.912,1,0,0.194,13,0,1,617.0,0.369,Paid
69,55188.03,1,1000.0,0.128,9,0,0.018,4,0,0,850.0,0.075,Paid
48,75964.21,1,39479.64,0.371,9,2,0.52,9,0,0,602.0,0.422,Paid
39,64189.32,7,14689.79,0.363,4,0,0.229,5,0,1,729.0,0.22,Paid
43,88774.75,37,15518.71,0.545,2,0,0.175,9,1,1,736.0,0.216,Paid
65,81691.7,17,16997.69,0.38,8,0,0.208,8,1,0,768.0,0.2,Paid
52,53999.97,28,15649.42,0.254,7,0,0.29,2,0,0,807.0,0.153,Paid
33,54726.38,10,12989.59,0.276,1,3,0.237,6,0,0,625.0,0.332,Paid
53,33171.7,5,1000.0,0.966,6,0,0.03,7,0,0,594.0,0.406,Paid
54,62319.1,8,2395.46,0.828,5,1,0.038,3,0,1,595.0,0.397,Paid
53,73092.81,21,32146.26,0.799,2,0,0.44,9,1,0,574.0,0.43,Paid
25,58762.56,24,7795.25,0.44,5,1,0.133,4,0,0,724.0,0.238,Paid
23,88012.12,30,26049.77,0.921,6,1,0.296,4,0,0,565.0,0.467,Default
27,62902.23,20,17849.72,0.108,6,1,0.284,4,0,0,791.0,0.158,Paid
44,84948.22,37,1000.0,0.167,2,0,0.012,3,1,1,850.0,0.016,Paid
42,56737.16,18,2398.98,0.279,1,1,0.042,6,0,0,759.0,0.158,Paid
65,36809.25,9,6922.48,0.647,4,2,0.188,9,0,0,576.0,0.417,Paid
43,47500.2,36,22158.86,0.205,4,2,0.467,13,0,0,707.0,0.27,Paid
50,59356.03,11,12461.35,0.362,9,1,0.21,6,0,0,726.0,0.256,Paid
38,45009.08,18,22265.83,0.215,1,1,0.495,2,0,0,688.0,0.268,Paid
52,26898.68,1,12138.2,0.794,1,1,0.451,7,0,0,489.0,0.521,Default
27,19953.28,14,21224.06,0.896,8,0,1.064,8,1,0,437.0,0.669,Default
53,80278.15,37,4336.93,0.841,5,2,0.054,9,0,0,606.0,0.399,Paid
25,67706.66,7,10075.92,0.075,9,2,0.149,3,0,1,777.0,0.181,Paid
69,65513.17,34,18103.73,0.345,6,1,0.276,9,0,0,749.0,0.223,Paid
48,63367.14,37,12014.95,0.643,3,1,0.19,6,1,0,668.0,0.31,Paid
28,49051.3,29,15269.66,0.051,1,4,0.311,10,1,0,676.0,0.276,Paid
35,75886.67,8,15443.03,0.744,6,4,0.204,11,0,0,472.0,0.563,Default
24,25214.45,29,22819.56,0.858,3,2,0.905,7,0,0,405.0,0.677,Default
54,18318.14,18,15447.51,0.122,4,0,0.843,13,0,0,701.0,0.286,Paid
25,55967.01,28,13868.59,0.451,3,2,0.248,1,0,0,656.0,0.319,Paid
53,62593.96,1,18295.88,0.332,7,1,0.292,11,1,0,689.0,0.288,Paid
25,42317.72,27,20352.14,0.931,9,3,0.481,9,1,0,454.0,0.633,Default
58,28133.41,7,16196.57,0.352,5,1,0.576,3,0,1,628.0,0.37,Paid
54,71813.3,24,4012.84,0.59,6,1,0.056,2,1,1,700.0,0.275,Paid
46,51771.43,9,23264.88,0.058,5,3,0.449,12,0,0,666.0,0.31,Paid
21,73881.77,21,21409.59,0.828,3,2,0.29,14,1,0,521.0,0.496,Default
24,86114.1,34,11703.42,0.077,3,0,0.136,9,0,1,850.0,0.024,Paid
59,27928.3,23,20249.07,0.579,4,1,0.725,3,1,0,557.0,0.473,Default
46,64266.36,25,34034.46,0.739,5,2,0.53,11,1,1,517.0,0.524,Default
53,64991.86,30,12341.49,0.419,7,0,0.19,7,0,1,781.0,0.185,Paid
53,74888.51,22,14598.36,0.079,9,0,0.195,3,1,0,850.0,0.066,Paid
28,49331.75,1,17630.65,0.888,5,2,0.357,2,1,1,459.0,0.58,Default
40,61116.61,38,44209.79,0.39,2,2,0.723,12,1,0,594.0,0.417,Paid
36,74673.36,32,16830.73,0.484,9,2,0.225,9,0,0,689.0,0.317,Paid
41,68755.02,23,8596.69,0.806,5,1,0.125,3,1,0,614.0,0.384,Paid
65,91178.95,11,2037.77,0.664,6,0,0.022,14,0,1,698.0,0.27,Paid
46,42630.94,36,11555.95,0.353,9,0,0.271,1,0,0,807.0,0.17,Paid
43,64140.49,8,14530.45,0.553,4,1,0.227,9,1,0,635.0,0.343,Paid
38,58274.34,2,21078.35,0.137,3,2,0.362,3,1,0,675.0,0.279,Paid
51,55869.68,22,15163.04,0.497,4,2,0.271,13,1,0,630.0,0.356,Paid
62,71762.77,23,15596.6,0.448,8,0,0.217,4,1,0,758.0,0.219,Paid
32,62312.89,32,16915.66,0.757,7,4,0.271,3,1,1,508.0,0.54,Default
21,38680.99,29,16575.8,0.794,7,0,0.429,2,0,0,619.0,0.408,Paid
62,79054.15,37,27227.13,0.861,1,0,0.344,9,0,0,602.0,0.394,Paid
29,71805.19,1,5587.34,0.847,2,1,0.078,1,0,0,552.0,0.43,Paid
23,89493.82,39,33799.75,0.978,3,1,0.378,7,0,0,534.0,0.497,Default
46,74542.39,21,28652.8,0.708,1,1,0.384,1,1,1,568.0,0.426,Paid
29,55729.55,10,25162.8,0.627,9,4,0.452,2,1,0,477.0,0.586,Default
62,55882.66,11,6563.12,0.187,9,1,0.117,11,1,1,797.0,0.158,Paid
36,80716.02,18,13554.71,0.485,5,1,0.168,14,0,1,692.0,0.279,Paid
44,44657.76,19,7671.02,0.45,4,1,0.172,4,1,0,699.0,0.264,Paid
34,41902.25,8,6488.88,0.733,3,4,0.155,3,0,0,470.0,0.544,Default
23,64407.52,17,12222.65,0.305,9,5,0.19,5,0,0,599.0,0.415,Paid
54,30118.31,17,13624.47,0.86,2,6,0.452,10,0,0,306.0,0.766,Default
53,66974.11,39,11366.02,0.254,8,1,0.17,12,0,0,818.0,0.145,Paid
44,69393.7,35,15301.63,0.5,7,3,0.221,8,1,0,641.0,0.366,Paid
29,55072.12,26,23281.96,0.928,2,2,0.423,12,0,1,469.0,0.566,Default
33,88160.83,12,22633.58,0.37,3,0,0.257,5,1,0,727.0,0.221,Paid
22,82559.45,7,18810.23,0.727,2,1,0.228,13,1,0,570.0,0.415,Paid
27,44435.76,22,14188.28,0.362,3,0,0.319,2,1,0,737.0,0.217,Paid
68,73115.24,12,11058.41,0.528,4,2,0.151,8,1,1,625.0,0.353,Paid
41,79690.83,6,17946.71,0.771,5,0,0.225,11,0,0,611.0,0.384,Paid
39,61655.37,39,24858.14,0.808,2,0,0.403,9,0,0,615.0,0.386,Paid
45,51363.77,1,28105.1,0.834,7,0,0.547,1,0,1,528.0,0.516,Default
67,37824.26,2,2363.04,0.143,4,5,0.062,8,0,0,619.0,0.342,Paid
42,48835.45,38,14186.67,0.845,1,0,0.29,4,0,0,619.0,0.369,Paid
31,38269.83,22,6119.57,0.186,4,1,0.16,13,0,0,786.0,0.148,Paid
53,78249.32,6,1000.0,0.304,9,1,0.013,7,1,0,773.0,0.183,Paid
52,54897.19,3,26485.5,0.953,5,1,0.482,7,0,0,459.0,0.59,Default
41,70433.04,7,27505.39,0.184,2,1,0.391,12,1,0,701.0,0.247,Paid
59,85206.04,31,13034.46,0.284,6,1,0.153,10,1,0,786.0,0.167,Paid
40,64243.58,18,10406.98,0.362,7,1,0.162,8,0,1,740.0,0.228,Paid
28,83541.5,11,11230.78,0.8,2,2,0.134,6,0,0,535.0,0.458,Default
62,52988.82,9,1000.0,0.348,2,1,0.019,4,1,0,730.0,0.197,Paid
57,67729.12,13,25917.27,0.818,3,3,0.383,11,1,0,449.0,0.586,Default
29,64108.14,26,10186.93,0.241,4,0,0.159,8,1,1,818.0,0.112,Paid
45,45969.69,20,12703.8,0.609,5,1,0.276,11,0,1,637.0,0.356,Paid
45,53813.24,19,17989.22,0.943,3,2,0.334,9,0,1,473.0,0.559,Default
53,88303.78,3,1000.0,0.088,4,0,0.011,10,0,0,847.0,0.053,Paid
22,53102.59,18,15174.23,0.895,7,1,0.286,13,0,0,555.0,0.478,Default
39,26747.25,28,16312.27,0.203,6,2,0.61,1,1,1,673.0,0.328,Paid
66,53075.27,6,9452.82,0.59,2,0,0.178,12,0,1,659.0,0.298,Paid
40,44941.41,32,36287.34,0.095,7,4,0.807,12,1,0,599.0,0.436,Paid
62,69118.46,7,2905.06,0.581,2,2,0.042,3,1,0,611.0,0.351,Paid
61,72295.88,10,19760.51,0.622,3,0,0.273,14,0,1,644.0,0.331,Paid
62,67162.58,32,4670.65,0.801,1,2,0.07,12,0,1,585.0,0.397,Paid
49,51810.48,24,17737.49,0.437,6,2,0.342,5,1,0,648.0,0.349,Paid
26,61183.68,32,3952.87,0.902,4,0,0.065,11,1,0,651.0,0.336,Paid
37,53694.57,35,24391.32,0.394,9,4,0.454,9,1,0,596.0,0.444,Paid
45,31063.4,25,18483.45,0.135,4,3,0.595,8,0,0,640.0,0.353,Paid
58,57757.96,35,1000.0,0.41,6,0,0.017,7,1,1,824.0,0.119,Paid
24,112733.24,10,16407.58,0.335,8,1,0.146,13,0,1,740.0,0.228,Paid
50,39414.99,29,9787.16,0.465,5,1,0.248,11,0,0,704.0,0.273,Paid
40,22903.1,32,13421.04,0.236,3,3,0.586,14,0,1,621.0,0.376,Paid
23,88478.87,9,1000.0,0.394,9,0,0.011,11,1,0,792.0,0.163,Paid
43,68973.07,28,28978.93,0.874,3,2,0.42,14,0,0,495.0,0.54,Default
38,65958.81,24,5383.62,0.657,9,1,0.082,12,1,0,690.0,0.309,Paid
46,52828.47,31,12617.71,0.234,2,1,0.239,6,1,0,764.0,0.173,Paid
56,64525.06,3,6179.14,0.099,8,0,0.096,8,0,0,847.0,0.082,Paid
28,61035.35,38,12500.93,0.251,6,3,0.205,14,1,0,720.0,0.256,Paid
37,86215.33,33,13874.87,0.431,9,1,0.161,1,0,1,760.0,0.224,Paid
51,78339.04,21,14150.69,0.391,5,2,0.181,2,1,0,683.0,0.289,Paid
57,72044.78,12,29057.57,0.839,4,4,0.403,8,0,0,402.0,0.653,Default
65,46345.62,35,13985.25,0.595,2,3,0.302,11,0,0,571.0,0.429,Paid
53,64579.19,5,30943.94,0.834,1,0,0.479,6,0,0,519.0,0.487,Default
47,47691.72,16,1000.0,0.979,4,2,0.021,7,1,0,524.0,0.486,Default
65,84569.35,25,26906.45,0.32,8,0,0.318,5,0,0,780.0,0.193,Paid
24,45700.35,23,24850.01,0.494,9,2,0.544,12,0,1,604.0,0.435,Paid
42,57309.79,8,25942.86,0.706,1,2,0.453,14,0,0,489.0,0.522,Default
46,38264.79,1,36350.57,0.526,2,1,0.95,12,0,1,474.0,0.563,Default
52,50037.3,19,1000.0,0.354,3,1,0.02,14,0,0,753.0,0.18,Paid
44,49811.41,26,1000.0,0.809,8,3,0.02,7,1,1,575.0,0.448,Paid
66,56945.62,5,15568.96,0.88,9,3,0.273,9,0,0,466.0,0.594,Default
55,42007.43,26,1000.0,0.309,3,1,0.024,5,1,1,780.0,0.149,Paid
57,84312.57,23,1000.0,0.312,4,5,0.012,14,0,0,620.0,0.352,Paid
52,56258.7,14,12682.33,0.578,8,1,0.225,7,0,1,660.0,0.341,Paid
27,49327.61,32,10070.72,0.809,3,1,0.204,4,0,1,605.0,0.391,Paid
53,75393.73,9,1000.0,0.534,6,1,0.013,5,0,0,695.0,0.269,Paid
51,103247.98,20,8764.7,0.106,1,3,0.085,12,1,0,726.0,0.198,Paid
32,51915.28,5,22489.65,0.324,7,0,0.433,10,0,0,711.0,0.27,Paid
31,55096.92,29,19797.98,0.518,5,0,0.359,5,0,0,706.0,0.277,Paid
44,45234.13,22,22399.51,0.735,4,0,0.495,5,1,1,594.0,0.419,Paid
28,73240.57,35,10286.19,0.771,8,2,0.14,3,0,0,621.0,0.4,Paid
52,79107.43,2,27014.27,0.75,8,3,0.341,5,1,0,481.0,0.568,Default
58,59072.44,25,33200.37,0.138,7,1,0.562,14,0,0,741.0,0.244,Paid
42,51232.66,33,16936.76,0.623,1,1,0.331,6,0,0,628.0,0.352,Paid
54,70679.2,29,10380.09,0.446,6,3,0.147,7,0,0,655.0,0.334,Paid
39,74793.4,17,14626.53,0.342,3,0,0.196,4,0,0,757.0,0.181,Paid
40,91080.85,16,2519.3,0.82,8,0,0.028,11,0,1,671.0,0.324,Paid
34,48349.34,20,11543.04,0.383,3,2,0.239,3,0,0,662.0,0.305,Paid
53,77046.71,23,21132.49,0.22,8,3,0.274,8,0,1,695.0,0.294,Paid
30,62115.64,3,18534.77,0.697,5,2,0.298,5,1,0,532.0,0.482,Default
36,25314.41,24,19950.73,0.176,5,1,0.788,11,1,0,673.0,0.329,Paid
24,90444.09,23,1000.0,0.323,8,3,0.011,13,1,0,717.0,0.257,Paid
47,65949.61,26,21953.06,0.463,3,2,0.333,13,0,1,631.0,0.353,Paid
48,72136.08,30,9511.46,0.182,4,1,0.132,7,0,1,809.0,0.122,Paid
63,78926.35,34,12753.22,0.317,1,1,0.162,11,1,1,756.0,0.177,Paid
36,71921.12,19,7717.21,0.647,9,1,0.107,8,1,0,678.0,0.323,Paid
53,40660.15,15,30109.39,0.568,3,1,0.741,12,0,0,536.0,0.49,Default
68,73493.57,30,1746.71,0.835,8,1,0.024,11,1,0,655.0,0.351,Paid
39,69932.61,6,13975.38,0.181,1,2,0.2,9,0,0,693.0,0.24,Paid
41,26603.19,17,1807.93,0.853,1,1,0.068,14,1,0,579.0,0.398,Paid
42,93320.74,7,24659.88,0.12,6,0,0.264,13,1,0,805.0,0.133,Paid
29,52453.51,26,16286.21,0.741,6,0,0.31,6,0,1,647.0,0.358,Paid
29,79911.35,13,4006.95,0.242,7,6,0.05,10,0,0,588.0,0.406,Paid
29,53279.99,17,15796.0,0.89,1,2,0.296,10,0,1,483.0,0.531,Default
47,49335.77,0,6724.33,0.089,3,3,0.136,7,0,0,691.0,0.246,Paid
37,58421.56,30,23344.36,0.59,4,2,0.4,8,0,0,593.0,0.416,Paid
64,102434.49,19,35297.91,0.062,9,0,0.345,6,1,0,846.0,0.11,Paid
65,100258.87,5,1714.79,0.735,8,0,0.017,6,1,0,676.0,0.309,Paid
28,49309.34,0,29007.35,0.081,4,0,0.588,2,0,0,728.0,0.229,Paid
36,84946.84,18,27223.46,0.726,7,3,0.32,14,1,0,519.0,0.521,Default
38,60467.35,38,11704.97,0.802,9,1,0.194,10,0,0,652.0,0.373,Paid
53,100366.3,26,22132.55,0.883,8,2,0.221,13,0,0,553.0,0.487,Default
21,83057.42,15,17447.37,0.384,5,0,0.21,5,0,0,748.0,0.207,Paid
32,65581.11,13,14572.17,0.555,9,2,0.222,14,0,0,630.0,0.382,Paid
26,61627.64,33,10138.23,0.732,5,0,0.165,11,1,0,688.0,0.296,Paid
61,72167.79,6,22008.75,0.813,3,1,0.305,3,1,0,532.0,0.475,Default
25,69670.13,19,9734.95,0.778,6,2,0.14,2,1,0,577.0,0.435,Paid
36,37947.29,30,24977.45,0.838,3,1,0.658,5,0,0,502.0,0.543,Default
38,64156.27,21,6394.11,0.885,2,1,0.1,6,0,1,577.0,0.412,Paid
69,46966.38,19,35894.72,0.655,7,2,0.764,3,0,0,494.0,0.573,Default
38,49406.12,14,3622.64,0.212,3,2,0.073,7,1,1,735.0,0.199,Paid
21,82291.04,24,43310.54,0.825,5,3,0.526,3,1,0,450.0,0.61,Default
39,64074.98,0,11474.59,0.481,9,2,0.179,3,1,1,635.0,0.366,Paid
28,50909.6,16,22779.34,0.097,4,1,0.447,6,1,1,743.0,0.211,Paid
23,35762.61,15,24870.57,0.632,9,2,0.695,13,1,0,516.0,0.552,Default
45,44479.08,36,16816.28,0.727,6,1,0.378,9,0,0,618.0,0.402,Paid
25,58811.15,20,26244.26,0.476,3,5,0.446,2,0,0,473.0,0.554,Default
60,93717.18,26,8981.35,0.521,1,0,0.096,11,0,0,731.0,0.205,Paid
39,39018.48,34,2710.68,0.561,8,3,0.069,6,0,0,656.0,0.347,Paid
38,65895.29,23,15516.04,0.285,4,0,0.235,11,0,0,783.0,0.159,Paid
51,68142.39,1,22733.38,0.398,6,3,0.334,10,1,0,576.0,0.427,Paid
53,84452.79,24,9167.43,0.8,2,2,0.109,5,0,0,566.0,0.425,Paid
67,62497.55,18,17863.64,0.078,4,0,0.286,14,0,1,825.0,0.101,Paid
38,68159.55,12,1872.3,0.568,8,3,0.027,4,1,0,618.0,0.381,Paid
59,83641.97,28,17497.98,0.08,2,2,0.209,10,1,0,770.0,0.159,Paid
36,44458.73,31,10692.77,0.238,6,0,0.241,10,0,0,823.0,0.125,Paid
36,75824.11,5,16841.23,0.397,2,2,0.222,12,1,0,627.0,0.335,Paid
67,32120.62,8,16174.47,0.223,8,1,0.504,12,1,0,698.0,0.294,Paid
58,61283.88,0,5577.17,0.839,3,1,0.091,2,0,1,555.0,0.433,Paid
61,55253.03,23,16469.12,0.859,9,1,0.298,8,1,0,584.0,0.457,Default
27,45557.99,9,9750.45,0.192,6,0,0.214,3,0,0,798.0,0.143,Paid
34,79447.86,34,24245.37,0.88,3,0,0.305,4,1,0,608.0,0.396,Paid
63,80570.24,5,24363.71,0.264,2,3,0.302,9,0,0,610.0,0.356,Paid
68,81380.55,19,17055.46,0.061,8,0,0.21,14,0,0,850.0,0.069,Paid
45,67594.81,37,15959.68,0.735,4,3,0.236,9,1,0,556.0,0.461,Default
52,35348.41,11,22459.22,0.532,8,1,0.635,6,0,0,585.0,0.451,Default
58,53420.5,2,24466.54,0.514,7,1,0.458,10,0,1,603.0,0.409,Paid
42,80117.61,17,30547.54,0.053,2,1,0.381,3,0,1,762.0,0.171,Paid
36,79853.77,20,12535.24,0.96,7,1,0.157,7,1,0,566.0,0.461,Default
49,83933.9,34,2421.88,0.824,4,1,0.029,12,0,0,645.0,0.34,Paid
36,66281.82,36,24616.43,0.95,6,2,0.371,2,1,0,513.0,0.539,Default
32,56361.45,18,30818.33,0.277,8,1,0.547,7,0,1,694.0,0.309,Paid
37,20690.51,24,15708.16,0.611,9,0,0.759,4,0,0,608.0,0.444,Paid
57,77252.95,17,14507.62,0.744,4,4,0.188,6,1,0,483.0,0.54,Default
47,58017.09,39,30999.34,0.797,3,1,0.534,14,1,0,557.0,0.471,Default
45,34924.44,29,4212.71,0.777,2,1,0.121,9,1,0,621.0,0.359,Paid
33,75254.56,33,11989.79,0.582,4,3,0.159,11,1,0,609.0,0.385,Paid
28,88391.07,9,8642.52,0.079,2,2,0.098,7,1,1,755.0,0.163,Paid
25,77345.4,21,15285.87,0.974,3,2,0.198,14,0,0,495.0,0.527,Default
32,73498.45,3,25362.66,0.157,1,2,0.345,8,0,0,665.0,0.28,Paid
61,78668.09,2,2559.77,0.218,7,3,0.033,9,0,0,697.0,0.263,Paid
23,15000.0,27,25330.45,0.817,6,0,1.5,5,1,1,389.0,0.743,Default
55,94423.22,21,6679.7,0.144,1,1,0.071,1,0,0,800.0,0.107,Paid
53,44165.26,11,19410.72,0.248,9,0,0.44,8,1,0,755.0,0.229,Paid
42,45920.12,12,1000.0,0.069,6,2,0.022,14,0,0,799.0,0.13,Paid
64,50577.95,32,1000.0,0.196,5,0,0.02,4,1,1,850.0,0.04,Paid
29,52864.71,18,13488.27,0.663,1,1,0.255,6,0,0,601.0,0.376,Paid
61,90008.15,16,27678.16,0.385,5,3,0.308,7,0,0,610.0,0.384,Paid
38,70876.66,33,25575.1,0.176,2,1,0.361,5,1,1,761.0,0.183,Paid
49,46429.92,3,1000.0,0.296,7,2,0.022,9,1,0,718.0,0.239,Paid
59,49456.95,38,26089.24,0.751,6,0,0.528,13,1,0,625.0,0.403,Paid
47,109887.39,7,20262.27,0.568,4,1,0.184,1,0,0,637.0,0.338,Paid
56,67060.71,32,19380.1,0.493,3,4,0.289,8,0,0,563.0,0.44,Paid
65,51363.51,0,37861.39,0.093,5,2,0.737,7,0,0,620.0,0.378,Paid
37,27562.68,4,8755.17,0.526,3,1,0.318,3,0,0,612.0,0.368,Paid
54,26486.12,31,24735.89,0.498,9,4,0.934,14,0,0,461.0,0.637,Default
66,37662.25,39,15384.82,0.462,6,1,0.408,1,0,0,698.0,0.299,Paid
23,61916.76,0,31263.65,0.503,2,1,0.505,1,1,0,568.0,0.423,Paid
25,82188.28,34,18488.41,0.119,7,1,0.225,1,1,0,832.0,0.117,Paid
34,72321.49,21,9808.1,0.918,8,0,0.136,11,0,0,630.0,0.386,Paid
23,83481.22,28,8455.29,0.335,9,3,0.101,11,1,1,710.0,0.278,Paid
43,71315.49,16,17326.99,0.657,4,2,0.243,9,1,0,576.0,0.424,Paid
59,35483.11,29,7080.68,0.384,1,1,0.2,4,1,0,718.0,0.225,Paid
50,68497.12,34,1000.0,0.355,8,1,0.015,11,1,0,809.0,0.148,Paid
65,69352.46,0,28159.9,0.724,1,1,0.406,5,1,0,517.0,0.482,Default
